ts_plus,m00,m01,m02,m03,m10,m11,m12,m13,m20,m21,m22,m23,m30,m31,m32,m33,probe_visible
521.539,0.884267366059,0.463663462191,0.0555645494207,-158.919313282,-0.395432537104,0.806758198088,-0.439060722927,-1.41576555894,-0.248403570672,0.366275038252,0.896737566086,-804.804975044,0,0,0,1,1
521.599,0.884568848663,0.463098527973,0.0554770706167,-158.290554764,-0.395752953357,0.80817991966,-0.43614770132,-0.881371483498,-0.246814812934,0.363847455463,0.898163391187,-803.999744729,0,0,0,1,1
521.661,0.886168636015,0.46020578165,0.0539980284704,-157.800009793,-0.394210748317,0.810025826286,-0.434115245828,-0.627353706563,-0.243522143662,0.363412712058,0.899237547182,-803.998079799,0,0,0,1,1
521.726,0.889642099805,0.453920693683,0.0499293310687,-157.318573966,-0.389429973186,0.811224933202,-0.436186203055,-1.50263193983,-0.238497862126,0.368605631532,0.898470176558,-804.931312937,0,0,0,1,1
521.803,0.88540067055,0.461628197971,0.0544523592512,-155.529520983,-0.392979386024,0.805954954881,-0.442723178592,-3.0486206823,-0.248259651877,0.370588744488,0.895003423295,-806.312139613,0,0,0,1,1
521.861,0.887350443012,0.457757716666,0.0553810808736,-154.246416485,-0.388648879428,0.807146543856,-0.444372034741,-4.41681442156,-0.248115375996,0.372789926867,0.894128866898,-807.541386772,0,0,0,1,1
521.921,0.890353546279,0.451768780342,0.0563518565537,-153.014877485,-0.383289644606,0.810615521215,-0.4427093009,-5.49655526216,-0.245681930486,0.372568712956,0.894892699243,-808.097852073,0,0,0,1,1
521.98,0.89049933319,0.451131764495,0.0590852659508,-151.747973544,-0.382605503604,0.812773549688,-0.439331521222,-6.24429902466,-0.246219345708,0.368618078763,0.896379799978,-808.18815879,0,0,0,1,1
522.042,0.891954983052,0.447875995773,0.0618336528092,-150.029273651,-0.378938971913,0.815150001023,-0.438104703693,-7.69580642192,-0.24662028257,0.367338492732,0.89679477473,-808.510108694,0,0,0,1,1
522.101,0.893136985401,0.445089343775,0.0648213033407,-148.178543562,-0.374978239375,0.816407879698,-0.439169094953,-9.48000942649,-0.248390107099,0.367931583347,0.896062891025,-809.106898256,0,0,0,1,1
522.159,0.894240214685,0.442452740945,0.0676018525626,-145.938033065,-0.370613417042,0.8166434221,-0.442424249165,-11.9024566114,-0.25095842992,0.370579401979,0.894254311301,-810.204121745,0,0,0,1,1
522.236,0.894805382174,0.44069661628,0.0714830079967,-142.248105514,-0.366040451423,0.815837756902,-0.447686433049,-15.7390951411,-0.2556124331,0.374426557302,0.89132880422,-811.909371744,0,0,0,1,1
522.296,0.894306618432,0.441184536745,0.0746450049646,-138.890861118,-0.364747168735,0.81541652852,-0.449505715109,-18.9666243622,-0.259181741504,0.374769381824,0.890153208902,-812.927507274,0,0,0,1,1
522.356,0.894981878383,0.439205295413,0.0781418316095,-135.101976397,-0.361438053499,0.816585593437,-0.450056109917,-22.4669822746,-0.261476520646,0.374548631117,0.889574815335,-813.924741709,0,0,0,1,1
522.414,0.897265818498,0.433696318862,0.0825926991947,-131.395252487,-0.353711591897,0.818128363588,-0.453380734537,-25.6614181707,-0.264200985448,0.377589040755,0.887482031137,-815.34709328,0,0,0,1,1
522.474,0.899982597734,0.427385586377,0.0858655014148,-127.719410744,-0.344391051282,0.81783654257,-0.461018647599,-28.7627890705,-0.267256669838,0.385337449769,0.883226427499,-817.218150167,0,0,0,1,1
522.537,0.902242742848,0.421445246648,0.0913342052869,-123.282413516,-0.335956639915,0.819747798493,-0.463839070113,-31.9856166603,-0.27035378502,0.387811102141,0.881198831128,-819.015352705,0,0,0,1,1
522.598,0.902350454202,0.42083320908,0.0930756033404,-119.713407108,-0.333368458841,0.818350166755,-0.468154328425,-34.815191927,-0.27318332389,0.391410800449,0.878731163007,-820.723287441,0,0,0,1,1
522.656,0.90155062871,0.420838007059,0.100507888684,-115.798012907,-0.328718503099,0.817250795662,-0.473334218824,-37.4645965126,-0.28133718132,0.393695959853,0.87513020837,-822.56488417,0,0,0,1,1
522.733,0.9029163304,0.416112356839,0.10766896852,-110.840213223,-0.318599024733,0.816087170526,-0.482178796238,-40.734442043,-0.288507819194,0.401063880931,0.869431424367,-825.114385687,0,0,0,1,1
522.794,0.903889321138,0.412194537044,0.114366772989,-106.922531246,-0.311353278237,0.817288555265,-0.484869625325,-42.6755495465,-0.293331265404,0.402660006784,0.867076517773,-826.577088269,0,0,0,1,1
522.852,0.904656877791,0.408849509684,0.120158278523,-103.336791315,-0.305027092468,0.818172126674,-0.487393931019,-44.3961603201,-0.297580923997,0.404272741556,0.864875218808,-827.771029299,0,0,0,1,1
522.932,0.902983951726,0.411544030474,0.123496938857,-99.525940433,-0.304750135664,0.816041322088,-0.491125152541,-46.2072493491,-0.302898230002,0.405842422163,0.862290316909,-828.544980435,0,0,0,1,1
